temperature_K	electron_density_cm-3	gas_pressure_dyn_cm-2	mass_density_g_cm-3	column_mass_g_cm-2
7.667899999999999636e+03	1.339000000000000000e+14	1.107000000000000000e+04	2.156542815683778749e-08	3.502778490000000033e+02
7.818500000000000000e+03	1.647000000000000000e+14	1.125000000000000000e+04	2.142872509123738748e-08	3.558882110000000125e+02
7.963500000000000000e+03	1.996000000000000000e+14	1.143000000000000000e+04	2.130156858347603748e-08	3.618503820000000246e+02
8.098399999999999636e+03	2.373000000000000000e+14	1.164000000000000000e+04	2.125304512066681770e-08	3.683026070000000232e+02
8.228899999999999636e+03	2.793000000000000000e+14	1.186000000000000000e+04	2.122485201643485019e-08	3.753594939999999838e+02
8.364500000000000000e+03	3.293000000000000000e+14	1.210000000000000000e+04	2.120144854936000600e-08	3.830850669999999809e+02
8.490200000000000728e+03	3.820000000000000000e+14	1.237000000000000000e+04	2.124821936372204527e-08	3.916047229999999786e+02
8.620600000000000364e+03	4.437000000000000000e+14	1.267000000000000000e+04	2.131223318236167782e-08	4.010572210000000268e+02
8.748899999999999636e+03	5.125000000000000000e+14	1.300000000000000000e+04	2.141343445258292929e-08	4.115588819999999828e+02
8.880600000000000364e+03	5.917000000000000000e+14	1.337000000000000000e+04	2.154503725336641812e-08	4.232382400000000189e+02
9.008700000000000728e+03	6.781000000000000000e+14	1.378000000000000000e+04	2.172869804247422087e-08	4.362943829999999821e+02
9.137500000000000000e+03	7.760000000000000000e+14	1.424000000000000000e+04	2.196044785164168957e-08	4.509560759999999959e+02
