temperature_K	electron_density_cm-3	gas_pressure_dyn_cm-2	mass_density_g_cm-3	column_mass_g_cm-2
3.647000000000000000e+03	2.896000000000000000e+12	2.625000000000000000e+05	1.305159257005875153e-06	2.625146149999999956e+00
3.714300000000000182e+03	3.631000000000000000e+12	3.115000000000000000e+05	1.504529076617700864e-06	3.115385199999999966e+00
3.783099999999999909e+03	4.541000000000000000e+12	3.672000000000000000e+05	1.722774100674803313e-06	3.671487340000000099e+00
3.853599999999999909e+03	5.667000000000000000e+12	4.295000000000000000e+05	1.956948572163500088e-06	4.294363269999999844e+00
3.925599999999999909e+03	7.054000000000000000e+12	4.984000000000000000e+05	2.205379231476073844e-06	4.983690270000000311e+00
3.994599999999999909e+03	8.702000000000000000e+12	5.744000000000000000e+05	2.474956955436050702e-06	5.742868109999999859e+00
4.067099999999999909e+03	1.075000000000000000e+13	6.576000000000000000e+05	2.756190491724723395e-06	6.575126680000000334e+00
4.140500000000000000e+03	1.323000000000000000e+13	7.484000000000000000e+05	3.052903242958712264e-06	7.483135589999999837e+00
4.215899999999999636e+03	1.627000000000000000e+13	8.473000000000000000e+05	3.364234900354409051e-06	8.472146229999999889e+00
4.292199999999999818e+03	1.995000000000000000e+13	9.551000000000000000e+05	3.693852579440281311e-06	9.550152289999999766e+00
4.370199999999999818e+03	2.443000000000000000e+13	1.073000000000000000e+06	4.043852081592467010e-06	1.072794380000000025e+01
4.452500000000000000e+03	2.999000000000000000e+13	1.202000000000000000e+06	4.411833599550154953e-06	1.201507010000000086e+01
4.537500000000000000e+03	3.676000000000000000e+13	1.342000000000000000e+06	4.798060013960832207e-06	1.342327790000000043e+01
4.626399999999999636e+03	4.512000000000000000e+13	1.497000000000000000e+06	5.213252459886807224e-06	1.496777450000000087e+01
4.721800000000000182e+03	5.557000000000000000e+13	1.666000000000000000e+06	5.646009481189959640e-06	1.666245839999999845e+01
4.821699999999999818e+03	6.838000000000000000e+13	1.853000000000000000e+06	6.111267915975042512e-06	1.852550169999999952e+01
4.928800000000000182e+03	8.433000000000000000e+13	2.058000000000000000e+06	6.600370189761416246e-06	2.057921849999999964e+01
5.045199999999999818e+03	1.043000000000000000e+14	2.285000000000000000e+06	7.118748677150750259e-06	2.284781230000000107e+01
5.174300000000000182e+03	1.294000000000000000e+14	2.536000000000000000e+06	7.661507018904101880e-06	2.535510830000000126e+01
5.298800000000000182e+03	1.585000000000000000e+14	2.816000000000000000e+06	8.272995851386813387e-06	2.815766500000000150e+01
5.451500000000000000e+03	1.973000000000000000e+14	3.131000000000000000e+06	8.899765483700005972e-06	3.130426870000000150e+01
5.616800000000000182e+03	2.455000000000000000e+14	3.484000000000000000e+06	9.573235617634552207e-06	3.483869490000000013e+01
5.799100000000000364e+03	3.080000000000000000e+14	3.884000000000000000e+06	1.030049136649041695e-05	3.882985490000000084e+01
5.998300000000000182e+03	3.923000000000000000e+14	4.334000000000000000e+06	1.107877513291482917e-05	4.333764949999999772e+01
6.213699999999999818e+03	5.120000000000000000e+14	4.839000000000000000e+06	1.191096889807019660e-05	4.838221049999999934e+01
6.465800000000000182e+03	7.086000000000000000e+14	5.387000000000000000e+06	1.271326326539913203e-05	5.386139450000000295e+01
6.698300000000000182e+03	9.877000000000000000e+14	5.967000000000000000e+06	1.357227273682960762e-05	5.966104800000000097e+01
6.952199999999999818e+03	1.435000000000000000e+15	6.567000000000000000e+06	1.437185254219835521e-05	6.565937270000000581e+01
7.181300000000000182e+03	2.029000000000000000e+15	7.183000000000000000e+06	1.520416548242033924e-05	7.182539069999999981e+01
7.429600000000000364e+03	2.929000000000000000e+15	7.815000000000000000e+06	1.597503570701558665e-05	7.814631040000000439e+01
7.654000000000000000e+03	4.068000000000000000e+15	8.467000000000000000e+06	1.678944049762709785e-05	8.466001570000000243e+01
