temperature_K	electron_density_cm-3	gas_pressure_dyn_cm-2	mass_density_g_cm-3	column_mass_g_cm-2
2.257699999999999818e+03	1.744000000000000000e+07	1.627999999999999892e+00	1.115290235669183785e-11	5.122906979999999888e-02
2.271800000000000182e+03	2.146000000000000000e+07	2.013999999999999790e+00	1.372944355417017546e-11	6.338126819999999328e-02
2.285199999999999818e+03	2.623000000000000000e+07	2.478000000000000203e+00	1.681793688131894129e-11	7.801258950000000691e-02
2.298000000000000000e+03	3.187000000000000000e+07	3.035000000000000142e+00	2.051671395951587162e-11	9.551725149999999720e-02
2.310699999999999818e+03	3.859000000000000000e+07	3.701999999999999957e+00	2.492989998739619592e-11	1.165055670000000043e-01
2.323599999999999909e+03	4.664000000000000000e+07	4.503999999999999559e+00	3.021334444141287158e-11	1.418162089999999986e-01
2.337000000000000000e+03	5.638000000000000000e+07	5.475999999999999979e+00	3.658378282502186198e-11	1.724836190000000047e-01
2.350800000000000182e+03	6.819000000000000000e+07	6.655999999999999694e+00	4.427977577827220226e-11	2.096197750000000082e-01
2.365099999999999909e+03	8.258000000000000000e+07	8.095000000000000639e+00	5.361631145915190025e-11	2.547989330000000052e-01
2.380099999999999909e+03	1.002000000000000000e+08	9.855999999999999872e+00	6.497303459649779170e-11	3.101670550000000248e-01
2.394900000000000091e+03	1.215000000000000000e+08	1.200999999999999979e+01	7.882738595983780029e-11	3.778159970000000145e-01
2.410300000000000182e+03	1.477000000000000000e+08	1.464000000000000057e+01	9.564578229251312257e-11	4.602967840000000144e-01
2.427800000000000182e+03	1.807000000000000000e+08	1.789999999999999858e+01	1.162541845290413366e-10	5.631998990000000038e-01
2.445800000000000182e+03	2.218000000000000000e+08	2.196999999999999886e+01	1.418378464308119566e-10	6.940897679999999959e-01
2.464900000000000091e+03	2.736000000000000000e+08	2.705000000000000071e+01	1.735041937651191953e-10	8.537224060000000447e-01
2.485000000000000000e+03	3.388000000000000000e+08	3.342000000000000171e+01	2.128862648008316687e-10	1.058097850000000006e+00
2.506199999999999818e+03	4.214000000000000000e+08	4.142000000000000171e+01	2.619005410611304734e-10	1.308934459999999911e+00
2.528599999999999909e+03	5.264000000000000000e+08	5.150000000000000000e+01	3.230589350992343049e-10	1.631772970000000100e+00
2.552599999999999909e+03	6.611000000000000000e+08	6.423999999999999488e+01	3.994590753673024669e-10	2.031978780000000206e+00
2.577900000000000091e+03	8.337000000000000000e+08	8.042000000000000171e+01	4.954314802030863758e-10	2.543892440000000033e+00
2.604699999999999818e+03	1.056000000000000000e+09	1.010000000000000000e+02	6.160239914300173306e-10	3.187361080000000069e+00
2.633099999999999909e+03	1.343000000000000000e+09	1.270999999999999943e+02	7.669118491982380914e-10	4.025701380000000107e+00
2.663099999999999909e+03	1.715000000000000000e+09	1.604000000000000057e+02	9.568182904795342234e-10	5.071605619999999703e+00
2.694900000000000091e+03	2.200000000000000000e+09	2.029000000000000057e+02	1.195598628259955669e-09	6.422440739999999870e+00
2.728199999999999818e+03	2.830000000000000000e+09	2.573000000000000114e+02	1.496889054245327162e-09	8.136660810000000410e+00
2.763300000000000182e+03	3.653000000000000000e+09	3.266000000000000227e+02	1.874508129296308474e-09	1.033089820000000003e+01
2.799599999999999909e+03	4.719000000000000000e+09	4.146999999999999886e+02	2.347380742407461819e-09	1.311174199999999956e+01
2.838000000000000000e+03	6.114000000000000000e+09	5.265000000000000000e+02	2.936606654491073762e-09	1.663593870000000052e+01
2.877699999999999818e+03	7.925000000000000000e+09	6.681000000000000227e+02	3.670658170065136477e-09	2.110885400000000089e+01
2.919699999999999818e+03	1.030000000000000000e+10	8.467999999999999545e+02	4.578739672972744255e-09	2.676902240000000077e+01
2.963400000000000091e+03	1.339000000000000000e+10	1.071000000000000000e+03	5.696347152775165314e-09	3.386420840000000254e+01
3.010000000000000000e+03	1.745000000000000000e+10	1.352000000000000000e+03	7.065623036318031474e-09	4.273244480000000323e+01
3.060400000000000091e+03	2.283000000000000000e+10	1.701000000000000000e+03	8.721722805191062521e-09	5.373855470000000167e+01
3.116400000000000091e+03	3.013000000000000000e+10	2.132000000000000000e+03	1.070194761295674071e-08	6.741862919999999804e+01
3.179400000000000091e+03	4.021000000000000000e+10	2.659000000000000000e+03	1.303405986709767718e-08	8.407269589999999937e+01
3.250900000000000091e+03	5.437000000000000000e+10	3.287000000000000000e+03	1.569053848437443396e-08	1.039297920000000062e+02
3.334300000000000182e+03	7.501000000000000000e+10	4.006000000000000000e+03	1.855459788964613288e-08	1.266758339999999947e+02
3.432500000000000000e+03	1.061000000000000000e+11	4.781000000000000000e+03	2.140342072585301711e-08	1.512058069999999930e+02
3.544300000000000182e+03	1.531000000000000000e+11	5.561000000000000000e+03	2.400309882233145289e-08	1.758630330000000015e+02
3.668099999999999909e+03	2.227000000000000000e+11	6.303000000000000000e+03	2.619574914035386345e-08	1.993289609999999925e+02
3.802800000000000182e+03	3.228000000000000000e+11	6.994000000000000000e+03	2.796736884086017123e-08	2.211891750000000059e+02
3.951099999999999909e+03	4.620000000000000000e+11	7.642000000000000000e+03	2.936010767709063979e-08	2.416711239999999918e+02
4.115300000000000182e+03	6.440000000000000000e+11	8.265000000000000000e+03	3.045063868725126225e-08	2.613822109999999839e+02
4.298300000000000182e+03	8.634000000000000000e+11	8.898000000000000000e+03	3.136215219157674577e-08	2.814227329999999938e+02
4.506000000000000000e+03	1.108000000000000000e+12	9.584000000000000000e+03	3.220560089581175708e-08	3.031008679999999913e+02
4.738100000000000364e+03	1.364000000000000000e+12	1.038000000000000000e+04	3.316048719083645704e-08	3.283171730000000252e+02
5.003199999999999818e+03	1.689000000000000000e+12	1.134000000000000000e+04	3.430076252349263345e-08	3.587759580000000028e+02
5.300500000000000000e+03	2.411000000000000000e+12	1.245000000000000000e+04	3.554099131805176694e-08	3.938056040000000166e+02
5.634699999999999818e+03	4.392000000000000000e+12	1.350000000000000000e+04	3.624649706554435117e-08	4.269057189999999764e+02
5.992699999999999818e+03	9.136000000000000000e+12	1.431000000000000000e+04	3.611490635758938399e-08	4.525382139999999822e+02
6.345699999999999818e+03	1.852000000000000000e+13	1.489000000000000000e+04	3.546774543278706904e-08	4.711575349999999958e+02
6.651000000000000000e+03	3.279000000000000000e+13	1.534000000000000000e+04	3.483158724237010135e-08	4.854385110000000054e+02
6.896800000000000182e+03	5.053000000000000000e+13	1.573000000000000000e+04	3.440625693351674434e-08	4.975800469999999791e+02
7.099600000000000364e+03	7.086000000000000000e+13	1.609000000000000000e+04	3.414518003771372193e-08	5.089317940000000249e+02
7.273399999999999636e+03	9.333000000000000000e+13	1.644000000000000000e+04	3.400653811494068979e-08	5.202123830000000453e+02
7.430500000000000000e+03	1.190000000000000000e+14	1.681000000000000000e+04	3.398346094950413615e-08	5.318707490000000462e+02
7.595800000000000182e+03	1.524000000000000000e+14	1.719000000000000000e+04	3.392686096306507740e-08	5.439695379999999432e+02
7.735899999999999636e+03	1.856000000000000000e+14	1.760000000000000000e+04	3.403795207904369325e-08	5.568077429999999595e+02
7.854500000000000000e+03	2.186000000000000000e+14	1.804000000000000000e+04	3.429512662437156752e-08	5.708757510000000366e+02
8.018300000000000182e+03	2.734000000000000000e+14	1.852000000000000000e+04	3.437865466371116345e-08	5.859898050000000467e+02
8.139699999999999818e+03	3.220000000000000000e+14	1.904000000000000000e+04	3.472424306984490927e-08	6.024471079999999574e+02
8.271799999999999272e+03	3.807000000000000000e+14	1.961000000000000000e+04	3.507768874782446276e-08	6.206393299999999726e+02
8.401799999999999272e+03	4.472000000000000000e+14	2.025000000000000000e+04	3.553422138192628909e-08	6.407518280000000459e+02
8.532200000000000728e+03	5.251000000000000000e+14	2.095000000000000000e+04	3.605609853980209344e-08	6.630126500000000078e+02
8.660899999999999636e+03	6.146000000000000000e+14	2.173000000000000000e+04	3.668318550203854648e-08	6.876866989999999760e+02
